index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
6252,105641.9,108.67272,108.721625,-0.330353,0.16710999999999998,,
6253,105658.8,108.711493,108.722357,-0.34511,0.14491300000000001,,
6254,105675.7,108.751776,108.722617,-0.357985,0.12677100000000002,,
6255,105692.6,108.794363,108.723181,-0.377452,0.11693399999999998,,
6256,105709.5,108.837912,108.723624,-0.401317,0.08004,,
6257,105726.4,108.88349,108.725211,-0.415757,0.07523099999999999,,
6258,105743.3,108.929251,108.726996,-0.438988,0.05759500000000001,,
6259,105760.2,108.977042,108.727744,-0.46128,0.03593299999999999,,
6260,105777.1,109.024695,108.729452,-0.482627,0.012112000000000012,,
6261,105794.0,109.073218,108.730734,-0.496438,-0.006967000000000001,,
